count,pages_per_second,percentage_complete,memory in use
100000,69.63343056510986,70.47754728670328,31.3
110000,73.89042944497908,70.65748230561526,31.5
120000,77.67192565257947,70.83531336492597,31.3
130000,80.81484740623819,70.97937967497289,31.4
140000,84.37602062191303,71.13830044678299,31.4
150000,87.69930226966117,71.30975203019428,31.3
160000,90.78314671144908,71.46969943289416,31.2
170000,93.41794029107452,71.64527866395693,31.2
180000,95.75634549788889,71.79995349319822,31.3
190000,98.37198202917035,71.963597612065,31.6
200000,100.42486251120245,72.1748131869766,31.7
210000,102.32648266439588,72.35490452417221,31.5
220000,104.4578753690827,72.50149727566806,31.4
230000,106.20979497371293,72.68427982223315,31.7
240000,108.27143190224795,72.85524132670116,31.7
250000,109.80493816585073,73.03063466575095,31.9
10000,8.831309956724256,73.22056560517821,25.6
20000,16.75289077578893,73.38148471612769,25.6
30000,24.103337561367596,73.56289842150642,25.7
40000,30.91159956531123,73.7366440813504,25.7
50000,37.293407797148284,73.91719169894147,25.8
60000,43.23376309363605,74.11200230370902,25.7
70000,42.10557152415779,74.28424392817539,39.4
80000,46.79590414121331,74.45135662301134,36.1
90000,51.30077565199284,74.61639493197535,36.1
100000,55.42810541593723,74.78697620278048,36.1
110000,59.49145523005974,74.9413933180947,36.1
120000,63.12334259393266,75.13954575427712,36.2
130000,66.92006072364498,75.30460096251504,36.1
140000,70.41437444899066,75.46460328785514,36.2
150000,73.60480618966093,75.63384106638475,36.2
160000,76.67577997445834,75.79986798287224,36.5
170000,79.51150600940487,75.9601111228655,36.2
180000,82.27908627013026,76.12205686470475,36.2
190000,84.99110774036455,76.25683702374045,36.7
200000,87.47213190284891,76.43151214364924,36.4
210000,89.91608679340413,76.6048648953749,36.6
220000,92.36411702553316,76.76021992039091,36.5
230000,94.5239096600247,76.9257652075721,36.5
240000,96.69495092688996,77.10856887822958,36.6
250000,98.10259664136333,77.29699578227923,36.6
10000,8.949278544995519,77.44319562565674,24.6
20000,17.121164948864724,77.62252227070812,24.6
30000,24.581804301722606,77.7689629287388,24.5
40000,31.453662284295778,77.8978029929966,24.7
50000,37.8715814667156,78.0446196598717,24.7
60000,43.749561810287794,78.17717333957029,24.7
70000,49.216647335141396,78.30767375748934,24.8
80000,54.35964910488564,78.4456309800193,24.7
90000,59.00896928630934,78.5775593865834,24.8
100000,63.17492864552022,78.70759084965155,24.7
110000,67.34589206460717,78.83395094546368,24.7
120000,71.15207856883356,78.95819863203758,24.7
130000,74.4591518812953,79.09554748070694,24.9
140000,77.74404833522573,79.23107543261297,24.9
150000,81.24355737167383,79.35313888803454,24.9
160000,84.22409308907856,79.46932139613689,24.9
170000,87.17865604550958,79.62316393613833,25.0
180000,90.23662209668716,79.76301387734574,24.9
190000,93.06225066961053,79.89201025988717,24.9
200000,95.8708490082563,80.00133588760225,24.9
210000,97.92079322690002,80.13999020518085,24.9
220000,100.18670130422083,80.27988239457304,25.0
230000,102.93946734272589,80.37136238904358,24.8
240000,105.44055242227735,80.47596466970201,25.0
250000,107.56776851869064,80.6320717124068,24.9
10000,8.607781206747168,80.78284703419433,26.5
20000,16.477155322568336,80.93920756600772,26.5
30000,23.606482550087538,81.10760038084204,26.6
40000,30.2820871648002,81.28551593652227,26.6
50000,36.45304107170971,81.45841240785249,26.6
60000,42.06506025156811,81.62539835813415,26.6
70000,47.07510423874174,81.79878913322611,26.6
80000,52.04727897757728,81.9606377042404,26.6
90000,56.733688761490484,82.11851072106836,26.7
100000,60.80315838339626,82.29372661774215,26.5
110000,65.09605053391032,82.4350045475946,26.6
120000,69.31854009555116,82.56899044075672,26.6
130000,73.44322190327063,82.71056833272101,26.6
140000,77.59016961625373,82.8342245447082,26.6
150000,81.28839086473587,82.9648770560924,26.5
160000,85.24752463311857,83.08328181871337,26.5
170000,89.39777067066682,83.17960345515795,26.6
180000,93.91076745543097,83.2798372735117,26.6
190000,97.13113963968479,83.4009290206837,26.5
200000,99.95847011102323,83.52537949854447,26.7
210000,102.64905816068473,83.69722821489252,26.6
220000,105.22182696824908,83.82805394383425,26.4
230000,107.79094885795799,83.96161313033024,26.7
240000,110.19640017759995,84.10722149912107,26.6
250000,112.58740841936256,84.23532222014549,26.6
10000,8.250793676396478,84.37924066154574,24.4
20000,15.78278465481932,84.54345513090684,24.5
30000,22.777027834863976,84.68926206616607,24.6
40000,29.26610438695371,84.87008007213961,24.7
50000,35.29520887494933,85.03870102717167,24.6
60000,40.76073761140804,85.20279720161543,24.6
70000,46.05920823533346,85.36846078371396,24.6
80000,50.988347824102135,85.5316148236375,24.6
90000,55.66979918319963,85.75336709582936,24.7
100000,59.90317658981521,85.95109705016414,24.7
110000,63.91630447301537,86.1590933133967,24.7
120000,67.88699479061688,86.3995868803501,24.6
130000,71.31681293171133,86.61234451400561,24.7
140000,74.67437177213884,86.78644928342008,24.7
150000,77.89251228570207,86.94771482948464,24.7
160000,80.8070507439693,87.10939018294141,24.6
170000,83.86426254437056,87.26826448174828,24.8
180000,86.9021895417733,87.41476006241916,24.6
190000,89.66720421949638,87.56944334129739,24.7
200000,92.24879415000454,87.72822891891627,24.7
210000,94.95422009329225,87.86004748019997,24.6
220000,97.15130846727357,88.01847394824834,24.7
230000,99.16334419187444,88.16017435994846,24.7
240000,100.98705288723139,88.29774712399707,24.9
250000,102.70926780607947,88.43803644632605,24.8
260000,104.45431897881751,88.57620913459833,24.7
270000,106.44718358880216,88.71779547619957,24.6
280000,108.24246298133329,88.85217005266152,24.8
290000,109.99382009590998,88.99831497339885,25.1
300000,111.65574863408368,89.18105949659767,24.8
310000,113.08996133637278,89.3298956267045,25.0
320000,114.95307478972181,89.46877808448083,24.9
330000,116.29612983445148,89.63806656083216,24.7
340000,117.35405138193482,89.79484957449318,24.9
350000,118.93488447498851,89.9508298726437,24.8
360000,120.2017705862307,90.10946335679742,24.8
370000,121.35149669281304,90.25656308651043,24.8
380000,122.55641027408306,90.40486266467074,24.8
390000,123.54690720743945,90.56201746235772,25.0
400000,124.83520494618189,90.69890580581314,24.8
10000,7.723449240446936,90.85797867108842,23.5
20000,14.957835826601285,90.98153771225066,23.3
30000,21.625614042298267,91.11323797861701,22.3
40000,27.883866094067727,91.27399232164592,23.4
50000,33.65894688064793,91.44044594479954,24.0
60000,39.32398247420006,91.56292765725028,24.1
70000,44.44914082625818,91.72976573888526,24.5
80000,49.396455099308675,91.87408553804077,24.1
90000,53.91019509117393,92.02568469943121,24.2
100000,57.69856484823601,92.1787456480145,24.2
110000,61.8530032489939,92.29356353974894,26.2
120000,65.98320879253366,92.43350642696286,25.8
130000,69.89140261072231,92.56855697438104,25.9
140000,73.7310478499902,92.71918865234036,25.8
150000,76.8955313962193,92.89512276815515,25.7
160000,80.17826158905565,93.04786263053421,25.8
170000,83.56672149578274,93.19481449160055,25.5
180000,86.52891429479027,93.33892727465071,25.5
190000,89.44642791434477,93.49121930627129,25.5
200000,92.2111878148746,93.63798527532467,25.5
210000,94.97478046059511,93.76104578790667,26.1
220000,97.88227036940013,93.8927164805437,25.9
230000,100.88244519194829,94.00721328607395,25.9
240000,103.31624027205093,94.14347635639487,24.7
250000,105.79969517368896,94.26209235993966,24.7
260000,107.93617167905578,94.41503923842409,24.7
270000,109.99963348643247,94.56179253302203,24.6
280000,112.00020587958987,94.70566027660055,24.6
290000,114.48628794473791,94.80021171410348,24.6
300000,116.24788622774341,94.93921246679716,24.4
310000,118.20091955219259,95.06661609277296,24.4
320000,119.75457921221904,95.21213996519425,25.4
330000,121.42418114732615,95.35176599102243,26.2
340000,123.05366997478228,95.49724761525896,24.8
350000,124.54746081026707,95.65103945743867,24.8
360000,125.8214134384269,95.79110908920687,24.8
370000,126.29735615285695,95.93861440149362,24.7
380000,127.12481499454546,96.08799130836545,24.7
390000,128.36492238602372,96.24153811107352,24.7
400000,129.6662007873717,96.39230920804258,24.7
10000,7.294870091364854,96.53684869775884,31.6
20000,14.030035103757935,96.6956385001962,31.6
30000,20.39855385669293,96.85823063926236,31.7
40000,26.360216960436265,97.04091179018403,31.6
50000,32.075930780005805,97.18175033891494,31.7
60000,37.372324400265015,97.33999091495035,31.7
70000,42.253300784468166,97.53988397634508,31.7
80000,47.08290934926995,97.68071830025751,31.8
90000,51.61125731912314,97.81679970338395,31.7
100000,55.936990723962055,97.95133904776647,31.9
110000,60.06016607018878,98.07537971823503,31.8
120000,63.95583256876298,98.20776018037608,32.0
130000,67.6058981280908,98.33716214549125,31.8
140000,71.3829674904852,98.42957160002663,31.8
150000,75.18155556696723,98.54258549427165,31.9
160000,79.62031407645215,98.60300462330336,31.8
170000,84.00439214167564,98.67174664473366,31.9
180000,88.41961552807942,98.73319240465514,31.8
190000,91.82245463116324,98.83581747026658,31.9
200000,94.26659043268265,98.9614424476638,32.0
210000,95.49423734031738,99.08536904803348,31.9
220000,97.98350729784893,99.2101321624615,31.9
230000,100.33287434105073,99.33503892071774,31.9
240000,102.48203090054443,99.4516143369384,31.9
250000,95.93065405233507,99.56884460002291,30.9
260000,98.36782684230855,99.66926431038964,30.7
270000,100.36934511085033,99.79137846363292,30.8
280000,102.12252176063798,99.8995760648148,31.2
290000,104.05106108083567,100.01918067588309,30.8
300000,105.83188373562184,100.1568970837599,30.8
310000,107.62854207170196,100.29772718285386,31.0
320000,108.91902093874691,100.43205951113106,30.9
330000,110.83135392263304,100.5460155398963,30.9
340000,112.4174766746051,100.67655398118166,30.8
350000,114.02166165835705,100.81323953335021,30.8
360000,115.43459614837447,100.94767325727084,30.8
370000,116.52469712898913,101.07892569287868,30.8
380000,117.91124115172038,101.20817978934717,30.8
390000,118.97225442795852,101.32862513929226,30.9
400000,120.1244283688609,101.42743096900098,30.9
10000,7.1390738562785065,101.55866228051647,18.1
20000,13.791393396811563,101.68287616854255,18.1
30000,19.93846382924773,101.80074437921701,18.2
40000,25.682474759462632,101.92735373931923,18.1
50000,31.18435331115723,102.04959463711683,18.1
60000,35.97074795838467,102.17703206164043,18.4
70000,40.7052958844057,102.3155849835756,18.2
80000,44.996729358938644,102.46036106312657,18.2
90000,49.140247853786974,102.63974263081812,18.2
100000,53.02979029902932,102.7789926478019,18.3
110000,56.67479093661491,102.92120426253766,18.2
120000,60.13738210754563,103.07089380597674,18.1
130000,63.565299393845514,103.21016917187136,18.2
140000,66.77984818240199,103.36576078672203,18.3
150000,69.62263888129013,103.50480378760045,18.6
160000,72.74285465811477,103.6410795323768,18.4
170000,75.43414485612625,103.7828940141758,18.4
180000,77.98299473186924,103.93913625107183,18.4
190000,80.43946568403287,104.08068034448831,18.5
200000,82.85835362774091,104.23374974270855,18.4
210000,85.21699710485058,104.39034686435662,18.5
220000,87.66615306858023,104.5265465624004,18.4
230000,89.83894720468751,104.68037642794638,18.4
240000,91.54141169848245,104.84056042048098,18.5
250000,93.6113289578449,105.03467815501838,18.5
260000,95.60383303519639,105.1834297887557,18.4
270000,96.6760235310911,105.32981974896467,18.6
280000,98.17118021660247,105.4853268674458,18.7
290000,99.79354528176776,105.64251968849906,18.5
300000,101.3243224236217,105.79960266427193,18.4
310000,102.96641034448031,105.95333535899296,18.5
320000,104.49735107238527,106.10090404355685,18.7
330000,105.98661030629626,106.2498626933995,18.6
340000,107.32779674246974,106.38830999487277,18.6
350000,108.7415822405388,106.533753595743,18.6
360000,110.19470681541169,106.66619743016122,18.5
370000,110.21036142594296,106.81359289716758,18.7
380000,111.82565277400951,106.97704689920293,18.6
390000,113.06357092334657,107.13726046546684,19.0
400000,114.35335960383038,107.2946687522624,18.6
10000,6.765658182009401,107.45426971984722,18.8
20000,13.071207818600993,107.60259887173689,18.7
30000,18.946742812548923,107.74462036964121,18.9
40000,24.534698831870866,107.88893171915976,18.8
50000,29.774283992718562,108.00645349471915,18.7
60000,34.833583067181785,108.14481629982286,18.7
70000,39.890447748602895,108.27380845754581,18.8
80000,44.52722904998124,108.37978802902755,19.0
90000,48.678729225274196,108.49893635970037,18.9
100000,52.660352453987876,108.65163397389468,18.8
110000,56.532596210793,108.80042785581674,18.8
120000,60.13676946934786,108.9581572288165,18.9
130000,63.535981247364845,109.10861146439983,18.8
140000,66.70346124265632,109.26888840294089,18.8
150000,69.70011146759298,109.41973977146098,19.0
160000,72.67739179038456,109.56842803292113,18.9
170000,75.35158974961274,109.72483503773778,18.9
180000,77.9521000583923,109.87885924493368,18.9
190000,80.205083602443,110.04481433950708,19.2
200000,82.45711284578297,110.20030033389585,20.0
210000,84.91393528634822,110.35496671350018,19.8
220000,87.20661152605274,110.51823904834104,19.6
230000,89.34517305359823,110.67346732880274,19.5
240000,91.32824601257687,110.83688753229029,19.4
250000,93.3661830602827,110.9952886514278,19.2
260000,95.30531142470491,111.14319954628829,19.1
270000,97.08423103294533,111.30432567334311,19.1
280000,98.74457086697768,111.45980744291342,18.9
290000,100.473316222652,111.63444031463744,19.1
300000,102.16812899058928,111.7938384909354,18.9
310000,103.83506709424611,111.96646457388313,19.0
320000,105.11080803596224,112.13339982634307,19.0
330000,106.43798272503403,112.29607646177875,19.4
340000,107.95597675439028,112.45513665259858,19.6
350000,109.28387937138348,112.6417764584327,21.3
360000,110.367459481159,112.82492233938677,24.6
370000,111.8896189168382,112.9810758550948,24.7
380000,113.30129084716,113.14087116432955,24.8
390000,114.63132860532714,113.28980446526134,26.4
400000,116.06604547735427,113.42529439380107,27.3
10000,6.529249397994883,113.577882162715,28.5
20000,12.564750356984998,113.73306819499194,28.6
30000,18.325906428547555,113.8910637315557,28.6
40000,23.723115062645025,114.04227843446479,28.6
50000,29.111930476624597,114.1433656661508,28.7
60000,34.46409796527389,114.24177858774121,28.7
70000,39.65062559973842,114.33075326485522,28.7
80000,44.32956498666401,114.45292234073872,28.6
90000,48.70079803220493,114.58045693608729,28.7
100000,52.69574848740923,114.74304062551649,28.8
110000,56.31656251044488,114.91532872298609,28.6
120000,60.1110271669266,115.10320640063378,28.7
130000,63.404165551991866,115.27509736516662,28.8
140000,66.76103238332878,115.41365028710176,28.8
150000,70.04462154712587,115.58058976438019,28.8
160000,72.90333240135855,115.72907523455346,28.7
170000,75.61062212181682,115.8772649674334,29.0
180000,78.69921287770566,115.98654412214525,28.9
190000,81.31752304420434,116.16348374475743,28.8
200000,84.5168549392773,116.27602445933307,28.8
210000,88.01477014185274,116.34128945515727,28.8
220000,90.65176536315346,116.45248667745743,28.9
230000,92.97174631811909,116.59025800797443,28.8
240000,95.17712895000957,116.7184939231901,29.1
250000,97.6991302313725,116.8359945746571,29.0
260000,99.85828601227779,116.96352072036873,28.9
270000,101.73362273944257,117.09937398329744,29.0
280000,103.7598394549027,117.23402317296035,29.0
290000,105.69324782818939,117.38645884840912,29.0
300000,107.83447493864618,117.5285225944982,29.1
310000,110.49611825206232,117.61367803570953,28.9
320000,112.66643348690782,117.74664152280032,29.0
330000,113.91247167770125,117.89440032419567,29.6
340000,115.38869010243756,118.03869899925881,29.1
350000,116.85069165325862,118.17124422932044,29.0
360000,118.41292317084009,118.3033754271714,29.1
370000,119.85954339134386,118.4384766724113,29.1
380000,121.20105266874668,118.57291884596886,29.0
390000,122.48746438057368,118.70782152474038,29.2
400000,123.91670639456869,118.84808972297695,29.2
10000,6.176991489799066,118.97771982828986,26.7
20000,11.966863992627623,119.11347592039361,26.7
30000,17.326940845180154,119.2501530229252,26.8
40000,22.432027997912478,119.40008760583594,26.7
50000,27.286161443207572,119.53524377371603,26.9
60000,31.954904902509945,119.6693099384292,26.8
70000,36.438468520621356,119.80126791872262,26.8
80000,40.59752415320865,119.91611538418641,26.7
90000,44.89196794019775,120.02694082246062,26.8
100000,49.25106638068154,120.12987429982083,26.8
110000,53.63447575899684,120.20864604031422,26.8
120000,57.912450494736085,120.28143543784498,26.8
130000,62.18590506919129,120.36288993807092,26.8
140000,66.27872933839235,120.45352496884618,26.8
150000,70.33207724570563,120.5505014521546,26.8
160000,74.31263733248127,120.6528476797466,26.9
170000,78.1718728435375,120.74102809098703,26.7
180000,82.02473284758413,120.83131668664724,26.7
190000,85.77055896318083,120.92236152481473,26.8
200000,88.5611140892478,121.04827378986836,26.9
210000,90.86449086352677,121.21897758040927,26.9
220000,92.95138919001866,121.39320486955958,26.8
230000,94.70383248592543,121.5615976843939,26.8
240000,96.60588497146024,121.70573159153643,27.1
250000,98.71168288103777,121.84174962238572,27.0
260000,100.9656138363333,121.97110088967918,26.9
270000,102.99304434624916,122.10570360633885,27.0
280000,105.27095615631039,122.24652948061434,27.0
290000,107.15438668826226,122.3905535424765,26.9
300000,108.59712222980468,122.55421033579871,27.0
310000,109.76249293940354,122.74401875549015,26.9
320000,111.29527620758203,122.9437259248719,27.0
330000,112.5961947106799,123.1623011335695,27.0
340000,113.88152500679378,123.34739465584121,27.0
350000,115.64664303554831,123.5287280896689,27.0
360000,117.36256921486999,123.69928401156317,27.0
370000,118.82380778518724,123.91088404495612,26.9
380000,120.35287453869353,124.09511570425865,27.0
390000,122.03619784384689,124.22666810197833,27.0
400000,123.3391158113182,124.36001604755049,27.1
10000,5.188419135287605,124.52931297353878,39.0
20000,10.20607895662644,124.63620933062991,39.1
30000,14.927515103357134,124.80773273595527,39.0
40000,19.470380168709525,124.93860071308175,39.6
50000,23.80207853668347,125.07296261508829,39.8
60000,28.148895306903032,125.20622606429093,39.7
70000,32.26033576628642,125.33459717369783,39.9
80000,36.20109195391398,125.46314995029924,40.1
90000,40.21274441665596,125.57671729576467,39.9
100000,44.09887481480728,125.6896931666434,40.0
110000,47.67729964312604,125.81664896186071,39.9
120000,51.245283009224295,125.94226971443945,40.1
130000,54.91434985119281,126.03290474521471,40.0
140000,58.63749344095387,126.10971194511657,40.0
150000,62.32353111520178,126.18907938501513,39.9
160000,65.91827264806886,126.26727232537726,40.0
170000,69.4418615440706,126.35201795919637,40.0
180000,72.93526729206106,126.43856759050492,40.0
190000,76.37619308133377,126.5377029560548,39.9
200000,79.56206637214251,126.65805113517492,39.9
210000,82.5809544725673,126.75100559129378,40.2
220000,84.10557263728371,126.90846035109256,40.1
230000,86.0620409501003,127.07009768118303,40.1
240000,88.14422075290044,127.21180231770161,40.2
250000,89.97980403669102,127.39967577053083,40.3
260000,91.80060731672398,127.55020182802825,40.1
270000,93.72045058176153,127.72391368932443,40.4
280000,95.62676191494889,127.85224677536505,40.3
290000,96.82425773181684,128.01567120367105,40.7
300000,98.40948680494279,128.19163489321517,40.4
310000,100.06901919139777,128.4481574214682,40.3
320000,99.12008206117844,128.62900500117112,40.5
330000,100.6541860202129,128.8106975445693,40.4
340000,102.09623189301935,128.94019668050942,40.4
350000,103.1522359683106,129.09750779648002,43.3
360000,104.36555803860468,129.3222216664239,41.9
370000,105.33354492543886,129.5098965527847,41.8
380000,106.63856232276983,129.65830597622542,41.6
390000,107.36810582067156,129.81349200850235,41.9
400000,108.42299215724697,129.95925247075834,42.4
10000,5.834725578704469,130.09183572418627,35.1
20000,11.289360222977493,130.24694148491216,35.2
30000,16.43920425850365,130.3696048645574,35.2
40000,20.77342306921849,130.44913707237654,35.3
50000,25.238122211134797,130.66997678377749,35.3
60000,29.45271081554141,130.80712706597848,35.3
70000,33.495202059052716,130.94051303491693,35.5
80000,37.19200926381812,131.079082856126,35.7
90000,39.93800205876154,131.22267598650356,35.5
100000,43.20433675742732,131.36929408691026,35.7
110000,46.607625408443866,131.502806800403,35.5
120000,49.762205753246896,131.64083162002862,35.8
130000,52.61307487657735,131.77333882672397,35.5
140000,55.25771529576042,131.92296499788588,35.6
150000,58.11137126208442,132.05775783137702,35.6
160000,60.863753464731445,132.2017100713251,35.8
170000,63.40832385541655,132.3405925291014,35.8
180000,65.66105746297028,132.47917924958438,35.7
190000,68.01495154388273,132.59861909273206,35.8
200000,71.0858137925391,132.67034383600674,35.7
210000,74.04913403864475,132.7488367384807,35.7
220000,76.16929013849676,132.88080739322953,35.7
230000,78.27643043347842,133.0249413003721,35.8
240000,80.21519978688076,133.15957781557955,35.7
250000,81.79134568298291,133.29963054807388,35.8
260000,83.69138102140944,133.42935782421173,36.1
270000,85.37687816985547,133.5648900009362,35.9
280000,86.8124148963964,133.70002081990546,35.9
290000,88.37229588917768,133.84691353351312,35.9
300000,90.11202905702271,133.9877013844223,36.0
310000,91.64423826861064,134.13479688931685,35.9
320000,92.70585108645415,134.26197237509493,36.2
330000,93.4826423795884,134.41734007456637,36.2
340000,94.37113917632769,134.56217952639446,36.2
350000,95.3493194683605,134.69614007064573,36.1
360000,96.21057406875198,134.85532700601985,36.3
370000,96.9457760183719,134.99841738299872,36.1
380000,97.90054555385302,135.13950097120127,36.2
390000,98.85636354335794,135.27616539927746,36.6
400000,99.9987819343164,135.4134635501251,36.3
10000,5.554866102955521,135.56058862874897,37.1
20000,10.7624094170367,135.69976682381866,37.6
30000,15.742709190329045,135.85042385068883,37.6
40000,20.424726185634032,136.00098793155254,37.5
50000,25.119272035650468,136.0978292206697,38.0
60000,29.416090411758343,136.20836737128752,37.7
70000,33.25899758507494,136.35795551908316,38.0
80000,37.03195105553951,136.505807266485,37.6
90000,40.523896372921385,136.63981850855797,37.9
100000,43.96710362954385,136.7784263531333,37.9
110000,47.19604547016534,136.9395398057327,38.3
120000,50.17443617821573,137.06990925427897,37.9
130000,53.14648239716156,137.19552578203923,37.9
140000,56.00793129664526,137.33351257829855,38.3
150000,58.85527904559303,137.46590993971353,38.6
160000,61.52317643562176,137.6051430574234,37.9
170000,63.78792821225872,137.74059073777835,37.7
180000,66.07071120060115,137.88741162947193,37.7
190000,68.26744105556787,138.0076457384932,37.7
200000,70.57649262394544,138.14722106649967,37.9
210000,72.5326612289048,138.28225048982546,37.8
220000,74.29430566375764,138.40434351897636,37.6
230000,76.45923950843093,138.54680017318375,37.8
240000,78.31070289308119,138.69166497392274,37.8
250000,80.29155599286183,138.8173026257754,38.1
260000,82.39112447543827,138.94953521926976,37.8
270000,84.18907310654754,139.09610684667322,37.7
280000,85.94564139801678,139.2395859069519,37.8
290000,87.76616330672509,139.36465743312874,37.9
300000,89.35059931526963,139.50459187070567,37.7
310000,90.72262865089576,139.64396863224374,38.1
320000,92.19596890477179,139.78132170573159,37.9
330000,93.66773574743314,139.93043667385788,37.9
340000,95.1840313050807,140.0753437227816,38.0
350000,96.69772875033749,140.2168878161981,37.9
360000,98.13909265930117,140.35229747318675,38.1
370000,99.31374039872298,140.50127302230334,38.0
380000,100.14116997914456,140.629863822271,38.3
390000,101.16698890630352,140.76527770407816,38.0
400000,102.50450987948157,140.89961848199232,38.2
10000,5.134239871316278,141.05354551836328,32.7
20000,9.95686520278725,141.20644592384443,32.6
30000,14.534741354382183,141.34617757013453,32.7
40000,18.90986547324302,141.49503059951527,32.6
50000,23.129846498731226,141.6350030604585,32.7
60000,27.05198676463595,141.77448544245848,32.8
70000,30.873052382993492,141.9232708747436,32.8
80000,34.45619671530071,142.06675838465927,32.6
90000,37.92217429661624,142.20440719544044,32.6
100000,41.383460384607474,142.33794103302557,32.8
110000,44.55396887221764,142.50153445407065,32.7
120000,47.69902825957269,142.6572612631126,32.9
130000,50.7137444030966,142.80549746899575,32.9
140000,53.57103239788083,142.9546546853068,32.4
150000,56.29141608838548,143.0913148885645,32.3
160000,59.02783383899461,143.2299987798724,32.5
170000,61.59482033768741,143.37680699711058,32.4
180000,63.859429434206014,143.52359409025632,32.8
190000,66.25027071224268,143.6742173185787,32.6
200000,68.59476491149172,143.81917506532415,32.9
210000,70.85766788599288,143.9607783061993,32.6
220000,73.04383978102705,144.16031225802354,32.8
230000,75.09744220109204,144.31985407814966,32.7
240000,77.1494900978465,144.45291051124698,32.6
250000,79.1582746069752,144.59404057245274,32.9
260000,80.6072646869116,144.7325808199325,32.6
270000,82.49716384813208,144.87120978860023,32.6
280000,84.39146327500256,145.00542804677855,32.8
290000,86.14296209883324,145.14678624818208,32.7
300000,87.8817994803277,145.29150318027436,32.9
310000,89.5594007642748,145.42823520544616,32.6
320000,91.1491194308971,145.58766295547346,32.6
330000,92.34009576482562,145.73932126432257,32.7
340000,93.67968923755355,145.88726173291238,32.6
350000,95.00096655587552,146.0281129560987,32.7
360000,95.83400437550485,146.16410141321867,33.2
370000,96.803025167543,146.2659068640457,32.8
380000,98.54015091251131,146.3816119676602,32.7
390000,100.23008405341844,146.51239544841715,32.9
400000,102.00049063045226,146.6055822695522,32.7
10000,5.204477954669071,146.72817382728334,27.1
20000,10.03154996348155,146.90914815154053,27.1
30000,14.754247398121192,147.01837660843066,27.3
40000,19.381106844735484,147.10379398838748,27.1
50000,23.835284192059476,147.20564168739926,27.6
60000,28.15051231288395,147.3219171415081,27.3
70000,32.204224213995644,147.45085437659085,27.2
80000,36.01121330141834,147.611655192623,27.3
90000,39.51881194988677,147.7558862705905,27.2
100000,42.952216861603105,147.90544061983832,27.4
110000,46.29026703563232,148.04721285345255,27.4
120000,49.216326064994114,148.2235060788378,27.5
130000,52.19163488285657,148.42332309349996,27.3
140000,54.94890375371199,148.63379087554125,27.5
150000,57.124641004406435,148.78536046320235,27.5
160000,59.60087692624973,148.93636815000605,27.4
170000,62.07094362194812,149.07342548620056,27.4
180000,64.11884538505117,149.21733970278234,28.0
190000,66.59610226055726,149.41538229368436,27.4
200000,68.84129617608885,149.70912124789646,27.4
210000,70.96016236713247,149.92549955098627,27.4
220000,73.10336637020164,150.09739051551912,27.4
230000,75.24919836825917,150.24086535097933,27.6
240000,77.28507878398901,150.39277292411853,27.6
250000,79.11653736751241,150.55124586517016,27.6
260000,81.09283171631942,150.70928787473716,27.6
270000,77.74729480296348,150.88330814778212,39.8
280000,79.51048835438647,151.01979090866382,40.0
290000,81.23551342106904,151.17989462964735,40.1
300000,82.92870252267296,151.34043773175242,39.8
310000,84.46519914268583,151.49714892349934,40.0
320000,85.82140366817806,151.62613263158536,39.8
330000,87.370173669017,151.76306322322554,39.8
340000,88.839377095352,151.88773761646556,40.1
350000,90.12530544226124,152.0331516436065,40.1
360000,91.83786538010577,152.13279398737353,40.2
370000,93.22670672030108,152.24771327475145,39.8
380000,94.60329140125744,152.37154270429616,40.0
390000,95.9440323474917,152.50269374426057,39.9
400000,97.18445936410122,152.63912580732054,40.0
10000,5.087556919675483,152.76927556530606,32.8
20000,9.914995575731457,152.89777341926728,32.8
30000,14.565673824304238,153.0248813079497,32.9
40000,18.968970611954582,153.15008802831778,33.0
50000,23.22139368803844,153.2793885977895,32.8
60000,27.268317946426837,153.40393202165677,32.9
70000,31.149442999652955,153.52471958189844,32.9
80000,34.9046070281765,153.6377461505989,33.1
90000,38.50514230907776,153.77405991874153,33.1
100000,41.90980954018537,153.91462385427147,33.0
110000,45.10255920449402,154.09203243173454,33.1
120000,48.32199884785847,154.21593368319338,33.1
130000,51.34603069363702,154.38090861988024,33.1
140000,54.28437553589149,154.50454793259354,33.1
150000,57.1240937031747,154.62073889033283,33.1
160000,59.79526363897702,154.73880989229417,33.1
170000,62.41838152514522,154.85820326243862,33.2
180000,65.14950707553577,154.97230715985057,33.0
190000,67.58304165068971,155.09284545580215,33.1
200000,69.85369870152103,155.22101377392218,33.0
210000,72.25681305500736,155.33862427066958,33.2
220000,74.73945323198143,155.46042578734563,33.1
230000,76.97386597805487,155.58414537160996,33.0
240000,78.87487949163578,155.72911579281086,33.1
250000,80.57870547727016,155.863900176665,33.2
260000,82.32990248202225,155.99979991259696,33.1
270000,84.28694122526873,156.1295271887348,33.2
280000,86.22545699183759,156.26783507119833,33.2
290000,88.0678508527823,156.40499380303626,33.1
300000,89.77899380484686,156.5307075016215,33.2
310000,91.55529806131204,156.6617867196718,33.1
320000,93.22949058977056,156.7768116275116,33.3
330000,94.86349496865446,156.9163616066072,33.2
340000,96.30559712623803,157.1012312134997,33.1
350000,97.87315717570907,157.26977612179917,33.2
360000,99.2012293160965,157.42011206246514,33.3
370000,100.77046867910221,157.56074359509068,33.4
